,User-ID,Age,Country,ISBN,Book-Rating,Avg_Rating,Total_No_Of_Users_Rated,Book-Title,Book-Author,Year-Of-Publication,Publisher
952,105517,28.0,canada,1558531025,6,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
954,113519,36.0,usa,1558531025,9,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
961,150979,34.0,usa,1558531025,10,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
962,170513,36.0,usa,1558531025,7,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
963,171118,47.0,canada,1558531025,6,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
966,190885,38.0,usa,1558531025,7,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
969,220688,27.0,usa,1558531025,9,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
970,225087,51.0,canada,1558531025,10,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
973,252222,21.0,canada,1558531025,9,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
975,257028,31.0,usa,1558531025,9,7.738095238095238,42,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
1024,638,20.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1031,13850,28.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1033,14456,27.0,canada,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1035,16795,47.0,usa,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1037,17950,32.0,malaysia,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1044,22625,54.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1047,28591,33.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1049,31556,51.0,usa,0316769487,5,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1053,36715,36.0,usa,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1056,37538,24.0,malaysia,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1057,37644,18.0,usa,0316769487,6,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1067,56856,23.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1070,60244,47.0,usa,0316769487,7,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1072,61854,36.0,usa,0316769487,6,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1081,70666,18.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1082,71712,26.0,usa,0316769487,7,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1087,75819,36.0,usa,0316769487,2,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1090,78834,28.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1101,92861,33.0,canada,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1104,95359,33.0,usa,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1105,96357,31.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1113,104113,24.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1117,108352,37.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1119,109779,25.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1126,121170,30.0,usa,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1131,125203,18.0,canada,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1135,129716,30.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1138,136491,18.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1140,140036,35.0,usa,0316769487,1,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1145,150979,34.0,usa,0316769487,7,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1148,155014,36.0,usa,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1157,172760,29.0,usa,0316769487,5,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1159,173679,27.0,germany,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1161,174304,26.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1166,177432,33.0,usa,0316769487,6,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1176,186570,28.0,usa,0316769487,2,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1177,189080,28.0,usa,0316769487,4,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1188,200226,39.0,canada,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1189,201526,25.0,canada,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1192,204864,47.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1202,211426,24.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1203,211919,38.0,usa,0316769487,7,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1211,219683,32.0,usa,0316769487,1,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1215,221732,26.0,usa,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1222,228021,32.0,usa,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1224,229741,29.0,usa,0316769487,8,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1228,237534,47.0,canada,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1231,240567,33.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1237,245295,24.0,malaysia,0316769487,10,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1239,248477,17.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1244,255078,49.0,usa,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1246,257700,22.0,usa,0316769487,2,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1250,268300,25.0,canada,0316769487,9,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1251,268657,20.0,malaysia,0316769487,6,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1253,270605,36.0,usa,0316769487,7,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1255,271448,27.0,usa,0316769487,7,7.68724279835391,243,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
1300,30810,30.0,germany,0671867156,7,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1302,31826,54.0,usa,0671867156,10,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1308,46398,37.0,usa,0671867156,6,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1313,81597,36.0,usa,0671867156,8,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1317,102967,54.0,usa,0671867156,6,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1318,104636,36.0,usa,0671867156,9,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1321,110973,43.0,usa,0671867156,7,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1323,125519,40.0,usa,0671867156,7,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1329,168064,33.0,canada,0671867156,8,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1337,201969,33.0,canada,0671867156,7,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1341,225232,31.0,australia,0671867156,6,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1344,246156,32.0,united kingdom,0671867156,9,8.127272727272727,55,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket
1348,50225,36.0,usa,0312252617,8,7.555555555555555,9,Fast Women,Jennifer Crusie,2001.0,St. Martin's Press
1349,70594,53.0,canada,0312252617,8,7.555555555555555,9,Fast Women,Jennifer Crusie,2001.0,St. Martin's Press
1350,76151,49.0,usa,0312252617,10,7.555555555555555,9,Fast Women,Jennifer Crusie,2001.0,St. Martin's Press
1351,98391,52.0,usa,0312252617,10,7.555555555555555,9,Fast Women,Jennifer Crusie,2001.0,St. Martin's Press
1353,140358,36.0,usa,0312252617,5,7.555555555555555,9,Fast Women,Jennifer Crusie,2001.0,St. Martin's Press
1354,182993,40.0,usa,0312252617,8,7.555555555555555,9,Fast Women,Jennifer Crusie,2001.0,St. Martin's Press
1378,4017,48.0,usa,0446677450,10,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1380,16634,42.0,usa,0446677450,3,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1388,67840,50.0,usa,0446677450,7,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1389,82893,40.0,usa,0446677450,10,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1391,97874,33.0,canada,0446677450,9,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1392,98547,43.0,usa,0446677450,8,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1394,124310,53.0,usa,0446677450,7,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1395,125519,40.0,usa,0446677450,9,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1399,166123,32.0,usa,0446677450,10,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1400,179772,37.0,canada,0446677450,9,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1403,203017,32.0,usa,0446677450,10,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1407,210485,35.0,usa,0446677450,7,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1410,243294,25.0,usa,0446677450,10,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1416,270352,31.0,usa,0446677450,1,8.166666666666666,42,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books
1423,16634,42.0,usa,0451166892,10,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1426,22625,54.0,usa,0451166892,9,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1427,28204,61.0,canada,0451166892,10,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1430,38281,33.0,spain,0451166892,8,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1431,48025,43.0,usa,0451166892,9,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1438,78783,49.0,usa,0451166892,10,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1442,86145,45.0,usa,0451166892,7,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1443,87141,36.0,usa,0451166892,8,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1444,93179,36.0,usa,0451166892,9,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1445,94985,39.0,spain,0451166892,8,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1449,106225,38.0,usa,0451166892,10,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1452,114988,37.0,usa,0451166892,7,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1463,142121,33.0,usa,0451166892,10,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1464,149908,29.0,united kingdom,0451166892,8,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1466,156150,36.0,usa,0451166892,10,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1468,164675,55.0,usa,0451166892,8,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1473,172742,44.0,usa,0451166892,8,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1494,217740,37.0,spain,0451166892,8,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1497,231857,46.0,australia,0451166892,9,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1503,251844,30.0,portugal,0451166892,10,8.39080459770115,87,The Pillars of the Earth,Ken Follett,1996.0,Signet Book
1552,11676,28.0,nan,0446612545,6,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1555,13850,28.0,usa,0446612545,9,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1557,20060,48.0,usa,0446612545,9,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1562,35836,34.0,usa,0446612545,3,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1566,39281,45.0,usa,0446612545,7,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1572,48025,43.0,usa,0446612545,8,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1574,53220,36.0,usa,0446612545,10,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1582,77480,51.0,usa,0446612545,8,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1589,98758,25.0,canada,0446612545,9,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1595,108799,36.0,usa,0446612545,9,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1601,125519,40.0,usa,0446612545,8,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1606,137688,46.0,usa,0446612545,7,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1607,143175,28.0,usa,0446612545,9,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1609,158295,36.0,usa,0446612545,6,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1615,166123,32.0,usa,0446612545,5,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1617,167800,57.0,usa,0446612545,9,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1626,190925,51.0,usa,0446612545,8,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1632,204864,47.0,usa,0446612545,8,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1636,224997,23.0,philippines,0446612545,9,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1637,225087,51.0,canada,0446612545,5,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1640,232945,28.0,usa,0446612545,8,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1647,266056,47.0,usa,0446612545,7,7.836538461538462,104,The Beach House,James Patterson,2003.0,Warner Books
1684,65584,26.0,usa,0553584383,4,7.125,24,Dead Aim,IRIS JOHANSEN,2004.0,Bantam Books
1687,104144,65.0,usa,0553584383,10,7.125,24,Dead Aim,IRIS JOHANSEN,2004.0,Bantam Books
1688,124310,53.0,usa,0553584383,7,7.125,24,Dead Aim,IRIS JOHANSEN,2004.0,Bantam Books
1690,126196,36.0,usa,0553584383,7,7.125,24,Dead Aim,IRIS JOHANSEN,2004.0,Bantam Books
1697,225886,35.0,usa,0553584383,10,7.125,24,Dead Aim,IRIS JOHANSEN,2004.0,Bantam Books
1712,10560,27.0,usa,0671027360,8,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1715,13273,36.0,usa,0671027360,8,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1717,16106,44.0,usa,0671027360,10,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1721,25601,41.0,usa,0671027360,8,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1724,28204,61.0,canada,0671027360,10,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1732,33580,27.0,usa,0671027360,10,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1739,37712,23.0,usa,0671027360,7,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1742,39773,49.0,usa,0671027360,10,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1750,50225,36.0,usa,0671027360,7,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1754,55927,17.0,usa,0671027360,10,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1759,62862,47.0,usa,0671027360,8,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1764,65258,42.0,usa,0671027360,6,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1769,70594,53.0,canada,0671027360,8,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1781,82893,40.0,usa,0671027360,10,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1786,85757,40.0,usa,0671027360,5,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
1788,88693,30.0,china,0671027360,7,8.100371747211897,269,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star
